,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
6714,6714,улица Винокурова,19,2021-06-12 21:27:47.472,По адресу Винокурова 19 во дворе очень плохая дорога много лет,16714,"['адрес', 'винокуров', '19', 'двор', 'очень', 'плохой', 'дорога', 'год']"
6715,6715,бульвар Зеленый,2,2021-06-06 20:42:39.414,Отремонтировать хоккейную площадку,16715,"['отремонтировать', 'хоккейный', 'площадка']"
6716,6716,улица Олега Кошевого,9,2021-06-04 19:51:38.225,замена почтовых ящиков и ремонт в подъезде,16716,"['замена', 'почтовый', 'ящик', 'ремонт', 'подъезд']"
6717,6717,улица Кукшумская,7,2021-06-11 20:23:08.926,Починить тротуар. больше парковочных мест.,16717,"['починять', 'тротуар', 'парковочный', 'место']"
6718,6718,улица Советская,61,2021-06-08 21:47:04.343,Привести в порядок крыльцо. Тротуара как такового нет. На тротуаре стоят два столба освещения как это возможно? Отмостки вокруг дома в плачевном состоянии.,16718,"['приводить', 'порядок', 'крыльцо', 'тротуар', 'таковой', 'тротуар', 'стоять', 'столб', 'освещение', 'это', 'возможный', '? ', 'отмостка', 'вокруг', 'дом', 'плачевный', 'состояние']"
6719,6719,улица Шумилова,17,2021-06-05 18:24:47.952,Зона отдыха,16719,"['зона', 'отдых']"
6720,6720,проспект Тракторостроителей,45,2021-06-12 06:13:22.014,"Построить детскую площадку, покрасить бордюры",16720,"['построить', 'детский', 'площадка', 'покрасить', 'бордюр']"
6721,6721,проспект Тракторостроителей,45,2021-06-12 04:01:52.087,"Спилить деревья, покрасить подъезд",16721,"['спиливать', 'дерево', 'покрасить', 'подъезд']"
6722,6722,улица Набережная,25,2021-06-09 06:53:31.421,Ветеранский чтоб вернули и пенсию повысить,16722,"['ветеранский', 'вернуть', 'пенсия', 'повышать']"
6723,6723,улица Строителей,42,2021-06-12 11:35:03.357,После дождя по дороге невозможно пройти,16723,"['дождь', 'дорога', 'невозможно', 'проходить']"
6724,6724,переулок Тракторный,1,2021-06-06 20:14:00.598,Сделать дорогу и освещение.,16724,"['сделать', 'дорога', 'освещение']"
6725,6725,улица Пролетарская,3,2021-06-08 11:14:03.952,Новая детская площадка.,16725,"['новый', 'детский', 'площадка']"
6726,6726,бульвар Солнечный,10 корп. 1,2021-06-06 10:40:07.334,Дополнительный транспорт в микрорайоне.,16726,"['дополнительный', 'транспорт', 'микрорайон']"
6727,6727,улица Богдана Хмельницкого,127 корп. 1,2021-06-07 22:30:17.796,"просим школу,
парк
дет.площадки очень маленькие",16727,"['просить', 'школа', ',\n', 'парк', 'дет', 'площадка', 'очень', 'маленький']"
6728,6728,улица Коммунистическая,24,2021-06-09 12:18:22.587,"Капитальный ремонт дома, парковку у дома",16728,"['капитальный', 'ремонт', 'дом', 'парковка', 'дом']"
6729,6729,улица Энгельса,3 корп. 2,2021-06-09 14:45:38.268,овраг возле школы,16729,"['овраг', 'возле', 'школа']"
6730,6730,улица Короленко,6,2021-06-05 23:03:25.001,Видеокамеру,16730,['видеокамера']
6731,6731,проспект Тракторостроителей,39,2021-06-10 03:54:34.907,"Поставить скамейки, урегулировать вопрос с отоплением",16731,"['поставлять', 'скамейка', 'урегулировать', 'вопрос', 'отопление']"
6732,6732,улица Лунная,5,2021-06-09 21:01:40.731,"полное обеспечение безопасности детских садах и школах

дороги и тротуары

блогоустроиство детских площадок  ",16732,"['полный', 'обеспечение', 'безопасность', 'детский', 'сад', 'школа', 'дорога', 'тротуар', 'блогоустроиство', 'детский', 'площадка']"
6733,6733,улица Эльгера,13,2021-06-04 16:18:36.552,"Обустроенная парковка около дома, снижение квартплаты, ",16733,"['обустраивать', 'парковка', 'около', 'дом', 'снижение', 'квартплата']"
6734,6734,улица Ж.Крутовой,10,2021-06-08 16:55:49.442,"Недостаточно освещения возле школы №2, игровая площадка возле дома Химиков 8, асфальт, цветники",16734,"['недостаточно', 'освещение', 'возле', 'школа', '№', '2', 'игровой', 'площадка', 'возле', 'дом', 'химик', '8', 'асфальт', 'цветник']"
6735,6735,переулок Молодежный,3,2021-06-07 01:50:08.959,"Асфальтированный тротуар от 1-9 дома 
Детская площадка
",16735,"['асфальтировать', 'тротуар', '1', '-', '9', 'дом', ' \n', 'детский', 'площадка']"
6736,6736,улица Парковая,17,2021-06-14 11:29:13.178,"Контроль цен на ЖКХ и продукты питания, снижение пенсионного возраста",16736,"['контроль', 'цена', 'жкх', 'продукт', 'питание', 'снижение', 'пенсионный', 'возраст']"
6737,6737,улица Парковая,17,2021-06-14 11:29:12.405,"Контроль цен на ЖКХ и продукты питания, снижение пенсионного возраста",16737,"['контроль', 'цена', 'жкх', 'продукт', 'питание', 'снижение', 'пенсионный', 'возраст']"
6738,6738,улица Гагарина Ю.,30,2021-06-08 15:41:08.588,"Выборы домой-не хожу
Стоимость детских билетов
Получение льгот после вручения ""ветеран труда""",16738,"['выборы', 'домой', '-', 'ходить', 'стоимость', 'детский', 'билет', 'получение', 'льгота', 'вручение', ' ""', 'ветеран', 'труд']"
6739,6739,проспект Ленина,58 корп. 14,2021-06-13 19:07:50.672,"ремонт дороги возле дома

нет парковки ",16739,"['ремонт', 'дорога', 'возле', 'дом', 'парковка']"
6740,6740,улица Токмакова,6,2021-06-06 20:12:50.224,Установить фонарь освещения возле дома. Благоустроить дорогу.,16740,"['устанавливать', 'фонарь', 'освещение', 'возле', 'дом', 'благоустраивать', 'дорога']"
6741,6741,улица Токмакова,6,2021-06-10 16:03:06.775,"Отремонтировать дорогу на улице Токмакова .Переименовать улицу, так как происходит путаница с переулком.",16741,"['отремонтировать', 'дорога', 'улица', 'токмаков', 'переименовывать', 'улица', 'происходить', 'путаница', 'переулок']"
6742,6742,улица Баумана,12,2021-06-12 06:44:42.653,Обновить детскую площадку,16742,"['обновлять', 'детский', 'площадка']"
6743,6743,улица 1-ая Путепроводная,132,2021-06-16 15:41:19.768,"Переход через железную дорогу (невозможно проехать с колясками).
Светофор на Гремячево.
Со стороны жителей поселка есть тамбур для колясок, а со стороны города нет. Сделайте пожалуйста.
Со стороны Мегастроя положили плиты, но положили наискосок и в гололед зимой невозможно пройти.
Убрать вагоны с путей, далеко обходить.",16743,"['переход', 'железный', 'дорога', ' (', 'невозможно', 'проехать', 'коляска', ')', 'светофор', 'гремячево', 'сторона', 'житель', 'поселок', 'тамбур', 'коляска', 'сторона', 'город', 'сделать', 'пожалуйста', 'сторона', 'мегастрой', 'полагать', 'плита', 'полагать', 'наискосок', 'гололед', 'зима', 'невозможно', 'проходить', 'убирать', 'вагон', 'путь', 'далеко', 'обходить']"
6744,6744,улица Кукшумская,7,2021-06-11 20:07:14.047,Поставить домофон на двери и привести подъезд в порядок,16744,"['поставлять', 'домофон', 'дверь', 'приводить', 'подъезд', 'порядок']"
6745,6745,улица Винокурова,43,2021-06-05 21:51:39.123,Чтобы сзади дома спилили деревья,16745,"['сзади', 'дом', 'спиливать', 'дерево']"
6746,6746,проезд Мясокомбинатский,8 корп. 1,2021-06-05 18:51:09.691,"Пенсию побольше
Бесплатные таблетки",16746,"['пенсия', 'бесплатный', 'таблетка']"
6747,6747,улица Богдана Хмельницкого,3А,2021-06-17 13:21:53.034,Установить детскую площадку. Во дворе нет освещения. Огромные ямы во дворе.,16747,"['устанавливать', 'детский', 'площадка', 'двор', 'освещение', 'огромный', 'яма', 'двор']"
6748,6748,улица Винокурова,57,2021-06-08 21:45:33.546,"1. Нет настила на детской площадке.
2. Освещения не хватает.
3. Собираются пьяные люди во дворе",16748,"['1', 'настил', 'детский', 'площадка', '2', 'освещение', 'хватать', '3', 'собираться', 'пьяный', 'человек', 'двор']"
6749,6749,улица П.В.Дементьева,18 корп. 3,2021-06-08 09:52:12.261,"нужен стадион, построить школу, ТЦ",16749,"['нужный', 'стадион', 'построить', 'школа', 'тц']"
6750,6750,переулок Химиков,3,2021-06-09 06:32:56.132,"Ремонт дороги перед домом 3 по пер. Химиков, плохой тротуар при переходе к подъездам",16750,"['ремонт', 'дорога', 'дом', '3', 'переть', 'химик', 'плохой', 'тротуар', 'переход', 'подъезд']"
6751,6751,проспект Мира,18,2021-06-04 21:13:24.782,"Благоустройство двора и входы в подъезд
",16751,"['благоустройство', 'двор', 'вход', 'подъезд']"
6752,6752,улица Эльменя,17,2021-06-04 21:08:10.031,убрать маг. Красное -белое,16752,"['убирать', 'маг', 'красный', ' -', 'белый']"
6753,6753,улица Ахазова,9,2021-06-14 17:23:09.735,"Хотелось бы наконец увидеть парковку  возле дома по адресу ул. Ахазова д. 9 . Напротив школа, приезжают родители за детьми и ждут , а жителям негде поставить свои автомобили по приезду домой после работы",16753,"['хотеться', 'увидеть', 'парковка', 'возле', 'дом', 'адрес', 'ул', 'ахазов', 'д', '9', 'напротив', 'школа', 'приезжать', 'родитель', 'ребенок', 'ждать', ' , ', 'житель', 'негде', 'поставлять', 'свой', 'автомобиль', 'приезд', 'домой', 'работа']"
6754,6754,улица Красина,10,2021-06-05 23:47:56.709,Сделать ремонт в подъезде №2 по адресу ул. Красина 10.,16754,"['сделать', 'ремонт', 'подъезд', '№', '2', 'адрес', 'ул', 'красин', '10']"
6755,6755,улица К.Либкнехта,9,2021-06-06 22:42:32.086,Сбавить цены в магазинах.,16755,"['сбавлять', 'цена', 'магазин']"
6756,6756,улица Эльгера,34,2021-06-12 14:19:13.233,"Благоустройство территории двора, нужно отремонтировать дороги. ",16756,"['благоустройство', 'территория', 'двор', 'нужно', 'отремонтировать', 'дорога']"
6757,6757,улица Терешковой,12,2021-06-10 13:12:20.548,"Благоустройство двора, отсутствуют лавочки ремонт крыльца. Обработка от тараканов и клопов.",16757,"['благоустройство', 'двор', 'отсутствовать', 'лавочка', 'ремонт', 'крыльцо', 'обработка', 'таракан', 'клоп']"
6758,6758,улица 10 Пятилетки,44,2021-06-09 23:02:16.807,Парковка,16758,['парковка']
6759,6759,улица Терешковой,17,2021-06-12 07:37:28.939,Прошу сделать дорогу вокруг дома 17 ул. Терешковой,16759,"['просить', 'сделать', 'дорога', 'вокруг', 'дом', '17', 'ул', 'терешкова']"
6760,6760,проспект Чебоксарский,25,2021-06-08 23:39:13.589,"Спуск к Волге, магазин Фикспрайс, магазины одежды",16760,"['спуск', 'волга', 'магазин', 'фикспрайс', 'магазин', 'одежда']"
6761,6761,улица Константина Иванова,86,2021-06-07 16:22:56.112,"дом 3 этажный, на всех жильцов одна ванная, которая находится на 1 этаже. Полная антисанитария. Высокая квартплата",16761,"['дом', '3', 'этажный', 'весь', 'жилец', 'ванная', 'который', 'находиться', '1', 'этаж', 'полный', 'антисанитария', 'высокий', 'квартплата']"
6762,6762,улица Пролетарская,5,2021-06-10 02:57:24.035,"Оборудовать детскую площадку, озеленить двор ",16762,"['оборудовать', 'детский', 'площадка', 'озеленять', 'двор']"
6763,6763,проспект И.Я.Яковлева,10 корп. 1,2021-06-12 08:12:08.252,Ремонт крыльца и двери 2 подъезда,16763,"['ремонт', 'крыльцо', 'дверь', '2', 'подъезд']"
6764,6764,улица Винокурова,61,2021-06-08 19:06:25.421,"От перекрестка ""Нарспи"" до роддома. Нет настила на детской площадке.",16764,"['перекресток', ' ""', 'нарспать', '"" ', 'роддом', 'настил', 'детский', 'площадка']"
6765,6765,улица Болгарстроя,9/11,2021-06-10 16:36:12.301,Построить спортивный зал в школе.,16765,"['построить', 'спортивный', 'зал', 'школа']"
6766,6766,улица Пржевальского,4,2021-06-06 20:55:08.511,Построить новую детскую площадку у дома. Отремонтировать дорогу. Открыть футбольное поле.,16766,"['построить', 'новый', 'детский', 'площадка', 'дом', 'отремонтировать', 'дорога', 'открывать', 'футбольный', 'поле']"
6767,6767,проспект 9-й Пятилетки,30,2021-06-12 08:32:54.223,"Контроль за выгулом собак (намордники, поводки, контейнеры для сбора экскрементов)",16767,"['контроль', 'выгул', 'собака', ' (', 'намордник', 'поводок', 'контейнер', 'сбор', 'экскременты']"
6768,6768,улица Лукина,3,2021-06-17 12:38:29.157,"Благоустройство не устраивает, озеленение плохое
Зимой дороги плохо чистят
Дороги плохие",16768,"['благоустройство', 'устраивать', 'озеленение', 'плохой', 'зима', 'дорога', 'плохо', 'чистить', 'дорога', 'плохой']"
6769,6769,улица Энгельса,48 корп. 1,2021-06-13 16:03:01.195,"нет скомеек возле дома и подьездов
троллебус 11 верните по страрому маршруту
ост. сделать сквер чапаево в сторону пригородного",16769,"['скомейка', 'возле', 'дом', 'подьезд', 'троллебус', '11', 'вернуть', 'страрый', 'маршрут', 'ост', 'сделать', 'сквер', 'чапаево', 'сторона', 'пригородный']"
6770,6770,переулок Химиков,4,2021-06-09 06:17:27.778,Ремонт в коридоре секций № 6-11,16770,"['ремонт', 'коридор', 'секция', '№', '6', '-', '11']"
6771,6771,улица Ашмарина,42 корп. 1,2021-06-05 16:23:40.446,Спилить ветки деревьев возле дома,16771,"['спиливать', 'ветка', 'дерево', 'возле', 'дом']"
6772,6772,улица Ивана Франко,11,2021-06-05 19:03:26.026,Детский парк во дворе дома,16772,"['детский', 'парк', 'двор', 'дом']"
6773,6773,улица Солнечная,20,2021-06-12 07:58:03.689,Дополнительный маршрут по №11 в летний период очень большой промежуток времени между маршрутами,16773,"['дополнительный', 'маршрут', '№', '11', 'летний', 'период', 'очень', 'большой', 'промежуток', 'время', 'маршрут']"
6774,6774,улица Эльменя,17,2021-06-04 20:29:30.101,дет.площадку,16774,"['дет', 'площадка']"
6775,6775,улица Болгарстроя,13,2021-06-10 11:47:23.229,Обновить детскую площадку.,16775,"['обновлять', 'детский', 'площадка']"
6776,6776,проспект Мира,6,2021-06-07 17:57:54.318,Благоустройство фонтана по улице Калинина,16776,"['благоустройство', 'фонтан', 'улица', 'калинин']"
6777,6777,бульвар Зеленый,4,2021-06-05 22:20:10.475,Покрасить на детской площадке горки,16777,"['покрасить', 'детский', 'площадка', 'горка']"
6778,6778,проспект Тракторостроителей,67,2021-06-10 01:49:01.201,"Льготы на медицинское обслуживание, бесплатная и качественная медицина",16778,"['льгота', 'медицинский', 'обслуживание', 'бесплатный', 'качественный', 'медицина']"
6779,6779,улица Строителей,3,2021-06-09 21:31:11.048,спортивную площадку,16779,"['спортивный', 'площадка']"
6780,6780,улица Ленинского Комсомола,40,2021-06-08 20:41:09.073,Детская площадка во дворе,16780,"['детский', 'площадка', 'двор']"
6781,6781,улица П.В.Дементьева,4 корп. 1,2021-06-17 10:40:31.965,Расширить детские площадки. Благоустройства микрорайона. Тротуары.,16781,"['расширять', 'детский', 'площадка', 'благоустройство', 'микрорайон', 'тротуар']"
6782,6782,улица Коммунистическая,24,2021-06-09 13:10:50.150,"Срубить деревья (яблони, тополь) сзади дома. Обустройство детской площадки на территории ул. Терешковой, 6 (нет песочницы, качелей хороших, нет дороги к площадке)",16782,"['срубать', 'дерево', ' (', 'яблоня', 'тополь', ') ', 'сзади', 'дома', 'обустройство', 'детский', 'площадка', 'территория', 'ул', 'терешкова', '6', ' (', 'песочница', 'качели', 'хороший', 'дорога', 'площадка']"
6783,6783,проспект Тракторостроителей,45,2021-06-12 06:11:39.979,Косметический ремонт в подъезде,16783,"['косметический', 'ремонт', 'подъезд']"
6784,6784,проспект Тракторостроителей,45,2021-06-12 06:10:31.462,"Обновить асфальт около подъезда, построить детскую площадку",16784,"['обновлять', 'асфальт', 'около', 'подъезд', 'построить', 'детский', 'площадка']"
6785,6785,улица Винокурова,33,2021-06-06 21:10:13.242,Ремонт крыши (протекает),16785,"['ремонт', 'крыша', ' (', 'протекать']"
6786,6786,улица Коммунистическая,24,2021-06-09 13:18:48.891,Обещали построить малые формы перед домом,16786,"['обещать', 'построить', 'малый', 'форма', 'дом']"
6787,6787,улица Винокурова,16,2021-06-14 15:30:53.373,Поставить тренажеры рядом с детской площадкой,16787,"['поставлять', 'тренажер', 'рядом', 'детский', 'площадка']"
6788,6788,улица Социалистическая,7 корп. 2,2021-06-11 01:08:28.764,"Очень плохие окна в доме.Всё потеет, зимой иней, сильная потеря тепла",16788,"['очень', 'плохой', 'окно', 'дом', 'потеть', 'зима', 'иней', 'сильный', 'потеря', 'тепло']"
6789,6789,проспект Мира,82,2021-06-08 22:43:07.591,"Поменять лифт, установить видеонаблюдение перед подьездом. Закрасить стены в подьезде. Установить лежачий полицейский ",16789,"['поменять', 'лифт', 'устанавливать', 'видеонаблюдение', 'подьезд', 'закрашивать', 'стена', 'подьезда', 'устанавливать', 'лежачий', 'полицейский']"
6790,6790,бульвар Зеленый,2,2021-06-06 20:31:21.335,Получше бы убирались в подъездах,16790,"['убираться', 'подъезд']"
6791,6791,улица Терешковой,5,2021-06-10 13:25:16.107,-,16791,[]
6792,6792,улица Терешковой,5,2021-06-10 13:24:14.803,-,16792,[]
6793,6793,проспект Мира,76,2021-06-08 08:53:16.868,"Во дворе половина фонарей не работает. Прошу обратить внимание, все провода торчат. Лифт плохо работает, боюсь ездить с детьми.",16793,"['двор', 'половина', 'фонарь', 'работать', 'просить', 'обращать', 'внимание', 'весь', 'провод', 'торчать', 'лифт', 'плохо', 'работать', 'бояться', 'ездить', 'ребенок']"
6794,6794,бульвар Гидростроителей,2,2021-06-14 15:07:35.689,Рабочие места молодежи и повышение зп,16794,"['рабочий', 'место', 'молодежь', 'повышение', 'зп']"
6795,6795,улица Анисимова,4,2021-06-04 19:51:37.458,Заменить канализационные трубы,16795,"['заменять', 'канализационный', 'труба']"
6796,6796,улица Коммунистическая,24,2021-06-09 14:06:03.522,"Сделать ремонт в подъезде, заменить окна в подъезде, заменить трубы на горячую и холодную воду",16796,"['сделать', 'ремонт', 'подъезд', 'заменять', 'окно', 'подъезд', 'заменять', 'труба', 'горячий', 'холодный', 'вода']"
6797,6797,улица Коммунистическая,24,2021-06-09 22:15:49.500,"Сделать ремонт в подъезде, заменить окна в подъезде, заменить трубы на горячую и холодную воду. Просим помочь",16797,"['сделать', 'ремонт', 'подъезд', 'заменять', 'окно', 'подъезд', 'заменять', 'труба', 'горячий', 'холодный', 'вода', 'просить', 'помогать']"
6798,6798,улица Космонавта Николаева А.Г.,46,2021-06-07 13:45:18.649,"Детская площадка
",16798,"['детский', 'площадка']"
6799,6799,улица Богдана Хмельницкого,127,2021-06-07 22:41:44.414,поставить беседку под березами,16799,"['поставлять', 'беседка', 'береза']"
6800,6800,улица Эльгера,16,2021-06-14 17:05:47.254,Ремонт скамеек около 5 подъезда. Закончить газонное ограждение с торца дома . Ремонт дороги у подъезда,16800,"['ремонт', 'скамейка', 'около', '5', 'подъезд', 'заканчивать', 'газонный', 'ограждение', 'торец', 'дом', 'ремонт', 'дорога', 'подъезд']"
6801,6801,улица Мичмана Павлова,7,2021-06-04 13:57:44.241,По адресу ул. Мичмана Павлова дом 7 отремонтировать козырьки над входной дверью в подъезд.,16801,"['адрес', 'ул', 'мичман', 'павлов', 'дом', '7', 'отремонтировать', 'козырек', 'входной', 'дверь', 'подъезд']"
6802,6802,улица Т.Кривова,5,2021-06-04 14:39:13.926,Сделать стоянку возле дома по адресу ул. Т.Кривова дом 5 (возле 4 подъезда).,16802,"['сделать', 'стоянка', 'возле', 'дом', 'адрес', 'ул', 'т', 'кривов', 'дом', '5', ' (', 'возле', '4', 'подъезд', ')']"
6803,6803,улица Т.Кривова,5,2021-06-04 14:49:39.446,"Сделать парковку по адресу ул. Т.Кривова дом 5. Очень давно просим, все подписи собраны.",16803,"['сделать', 'парковка', 'адрес', 'ул', 'т', 'кривов', 'дом', '5', 'очень', 'давно', 'просить', 'весь', 'подпись', 'собирать']"
6804,6804,улица 50 лет Октября,8,2021-06-08 12:17:50.507,Сделать гаражи в новых домах,16804,"['сделать', 'гараж', 'новый', 'дом']"
6805,6805,улица Советская,67,2021-06-11 22:46:56.075,ТСЖ не принимает заявку: швы с уличной стороны! Дует с пола!,16805,"['тсж', 'принимать', 'заявка', ': ', 'шов', 'уличный', 'сторона', '! ', 'дуть', 'пол', '!']"
6806,6806,улица Энгельса,1 корп. 1,2021-06-09 11:56:55.059,"хотелось бы наконец то убрать пустырь около гимназии 4
между домами 1к1 и 3 
по ул Энгельса 
хотелось бы чтоб сквер ",16806,"['хотеться', 'убирать', 'пустырь', 'около', 'гимназия', '4', 'дом', '1к1', '3', ' \n', 'ул', 'энгельс', ' \n', 'хотеться', 'сквер']"
6807,6807,улица Калинина,106 корп. 1,2021-06-06 21:05:43.412,"Ремонт подъезда
Спилить дерево",16807,"['ремонт', 'подъезд', 'спиливать', 'дерево']"
6808,6808,улица Гузовского,40,2021-06-05 10:43:11.038,По адресу ул. Гузовского 40 установить забор перед домом для клумб.,16808,"['адрес', 'ул', 'гузовский', '40', 'устанавливать', 'забор', 'дом', 'клумба']"
6809,6809,улица Гражданская,131 корп. 1,2021-06-14 12:24:24.567,"Скамейки со спинками для престарелых людей около подъездов, т.к. им трудно передвигаться",16809,"['скамейка', 'спинка', 'престарелый', 'человек', 'около', 'подъезд', 'т', 'трудно', 'передвигаться']"
6810,6810,улица Шумилова,13,2021-06-11 22:22:35.116,Благоустройство дет. площадки. Ремонт дороги.,16810,"['благоустройство', 'дет', 'площадка', 'ремонт', 'дорога']"
6811,6811,улица Радужная,7,2021-06-07 15:25:55.437,в микр. Радужный открыть почту,16811,"['микра', 'радужный', 'открывать', 'почта']"
6812,6812,улица Эльменя,34,2021-06-04 22:21:27.559,"1)дет.площадка
2)школа
3)парк",16812,"['1', ')', 'дет', 'площадка', '2', ')', 'школа', '3', ')', 'парк']"
6813,6813,улица К.Либкнехта,26,2021-06-06 22:53:56.509,Провести общую канализацию.,16813,"['проводить', 'общий', 'канализация']"
6814,6814,улица Терешковой,10,2021-06-10 11:51:44.019,Капитальный ремонт у подъезда,16814,"['капитальный', 'ремонт', 'подъезд']"
6815,6815,улица Гузовского,8,2021-06-12 21:43:48.471,"Площадка для выгула собак негде гулять, везде запрещают ",16815,"['площадка', 'выгул', 'собака', 'негде', 'гулять', 'везде', 'запрещать']"
6816,6816,проспект Тракторостроителей,35/19,2021-06-12 07:57:38.209,"Парковка, детская площадка ",16816,"['парковка', 'детский', 'площадка']"
6817,6817,улица Винокурова,37,2021-06-05 21:28:44.919,Отремонтировать скамейки и поставить дополнительные,16817,"['отремонтировать', 'скамейка', 'поставлять', 'дополнительный']"
6818,6818,улица Чернышевского,29 корп. 1,2021-06-07 23:07:03.660,Банкомат Сбербанк,16818,"['банкомат', 'сбербанк']"
6819,6819,проспект Тракторостроителей,45,2021-06-10 03:48:58.384,Сделать тротуар во дворе,16819,"['сделать', 'тротуар', 'двор']"
6820,6820,улица Винокурова,29,2021-06-06 20:49:28.224,Поставить скамейки около каждого подъезда,16820,"['поставлять', 'скамейка', 'около', 'каждый', 'подъезд']"
6821,6821,улица Эльменя,17,2021-06-04 21:10:38.348,"1)сделать освещение м\у домами 13,15,17
2)детскую площадку+скамейки
",16821,"['1', ')', 'сделать', 'освещение', 'м', '\\', 'дом', '13', '15', '17', '2', ')', 'детский', 'площадка', '+', 'скамейка']"
6822,6822,улица Ленинского Комсомола,23 корп. 3,2021-06-09 09:36:54.466,"Улучшение  детской площадки( замена покрытия на резиновый)
Лежачий ""полицейский"" ",16822,"['улучшение', 'детский', 'площадка', '( ', 'замена', 'покрытие', 'резиновый', ')\n', 'лежачий', ' ""', 'полицейский']"
6823,6823,улица Б.С.Маркова,8 корп. 1,2021-06-08 13:44:08.763,Вдоль дома по ул.Пирогова 2 вместо бетонных плит уложить асфальт.,16823,"['вдоль', 'дом', 'ул', 'пирогов', '2', 'вместо', 'бетонный', 'плита', 'укладывать', 'асфальт']"
6824,6824,улица Хевешская,35 корп. 17,2021-06-07 19:53:34.030,Нужно сделать ремонт в подьезде.,16824,"['нужно', 'сделать', 'ремонт', 'подьезда']"
6825,6825,улица Болгарстроя,5,2021-06-05 20:01:11.300,Построить детскую площадку.,16825,"['построить', 'детский', 'площадка']"
6826,6826,улица Чернышевского,23,2021-06-07 13:39:53.081,Развивать образование для детей школьное дополнительное и специальное чтобы дети могли найти себе работу по душе,16826,"['развивать', 'образование', 'ребенок', 'школьный', 'дополнительный', 'специальный', 'ребенок', 'мочь', 'находить', 'работа', 'душа']"
6827,6827,улица Терешковой,4,2021-06-09 23:08:06.729,-,16827,[]
6828,6828,улица Алексея Ургалкина,29 корп. А,2021-06-15 11:41:59.234,Сделать канализацию. Поставить уличное освещение. Построить детскую площадку. Отремонтировать дорогу.,16828,"['сделать', 'канализация', 'поставлять', 'уличный', 'освещение', 'построить', 'детский', 'площадка', 'отремонтировать', 'дорога']"
6829,6829,проспект Ленина,18,2021-06-04 23:55:22.306,"дорога, шлагбаум",16829,"['дорога', 'шлагбаум']"
6830,6830,проспект Тракторостроителей,24,2021-06-05 20:37:37.131,Благоустроенная детская площадка.,16830,"['благоустроенный', 'детский', 'площадка']"
6831,6831,улица Шумилова,3,2021-06-11 21:59:51.105,ремонт дороги по адресу Шумилова д.3,16831,"['ремонт', 'дорога', 'адрес', 'шумилов', 'д', '3']"
6832,6832,улица Хузангая,27,2021-06-12 19:38:00.673,"Поставить около 12 подъезда знак для фур, которые едут к ""Пятерочке"" Около 6 не ездить , а ездить через Эгерский бульвар",16832,"['поставлять', 'около', '12', 'подъезд', 'знак', 'фура', 'который', 'ехать', ' ""', 'пятерочка', '"" ', 'около', '6', 'ездить', ' , ', 'ездить', 'эгерский', 'бульвар']"
6833,6833,бульвар Эгерский,33,2021-06-12 09:21:48.395,"1. Чтобы учителя и врачи перешли на федеральное подчинение, чтобы зарплату получали как в Москве.
2. Школьная программа была единая по всей России.
3. Отменить ЕГЭ.",16833,"['1', 'учитель', 'врач', 'переходить', 'федеральный', 'подчинение', 'зарплата', 'получать', 'москва', '2', 'школьный', 'программа', 'единый', 'весь', 'россия', '3', 'отменять', 'егэ']"
6834,6834,улица Богдана Хмельницкого,96 корп. 2,2021-06-09 12:47:33.229,"построить школу
дет.площадки улучшить
спорт площадки
благоустройство Садового",16834,"['построить', 'школа', 'дет', 'площадка', 'улучшать', 'спорт', 'площадка', 'благоустройство', 'садовый']"
6835,6835,проспект Мира,37,2021-06-08 21:19:19.341,сделать тратуар по пр.мира,16835,"['сделать', 'тратуар', 'пр', 'мир']"
6836,6836,бульвар Зеленый,2,2021-06-06 20:41:57.095,"Мыли подъезды, чтобы уборщица хорошо убиралась",16836,"['мыть', 'подъезд', 'уборщица', 'убираться']"
6837,6837,улица Эльгера,26,2021-06-08 21:33:57.665,Увеличить и улучшить стоянку для автомобилей. Благоустроить детскую площадку,16837,"['увеличивать', 'улучшать', 'стоянка', 'автомобиль', 'благоустраивать', 'детский', 'площадка']"
6838,6838,бульвар Эгерский,30,2021-06-07 18:45:46.950,"Капитальный ремонт
Дезинфекция от тараканов
",16838,"['капитальный', 'ремонт', 'дезинфекция', 'таракан']"
6839,6839,улица Строителей,23 корп. 1,2021-06-05 10:33:26.639,Во дворе установить детскую площадку,16839,"['двор', 'устанавливать', 'детский', 'площадка']"
6840,6840,улица Воинов интернационалистов,7,2021-06-05 14:12:13.545,Бордюры около подъезда,16840,"['бордюр', 'около', 'подъезд']"
6841,6841,улица Шумилова,3,2021-06-11 22:04:03.775,"Ремонт дорог между домами Шумилова 3,5 Хузангая 1, шумилова12.",16841,"['ремонт', 'дорогой', 'дом', 'шумилов', '3', '5', 'хузангай', '1', 'шумилова12']"
6842,6842,бульвар Приволжский,2 корп. 1,2021-06-07 17:11:06.286,Сделайте хоккейную коробку в мкр. Волжский 3,16842,"['сделать', 'хоккейный', 'коробка', 'мкр', 'волжский', '3']"
6843,6843,улица Рихарда Зорге,6,2021-06-15 11:56:27.677,Убрать песок с детской площадки. Благоустроить лес.,16843,"['убирать', 'песок', 'детский', 'площадка', 'благоустраивать', 'лес']"
